seed_item_id,recommended_product_id,score
4168,10740,13
4168,6149,13
4168,5688,12
4168,35370,11
4168,19567,10
79898,66675,35
79898,35039,28
79898,5031,24
79898,36780,15
79898,79218,12
79898,6909,12
79898,87523,12
79898,14498,9
79898,36861,9
79898,131018,8
3680,43548,37
3680,7258,14
3680,36956,11
3680,79117,11
3680,90622,11
3680,75971,10
3680,14784,9
3680,58534,8
3680,34797,7
3680,7270,7
34797,43548,71
34797,14614,53
34797,375069,45
34797,377298,44
34797,7258,41
34797,12862,38
34797,13360,35
34797,36956,35
34797,53307,33
34797,88665,32
14784,43548,34
14784,34797,24
14784,36956,24
14784,14614,22
14784,375069,22
14784,7258,18
14784,7270,14
14784,7276,14
14784,53307,13
14784,13360,11
13931,36083,101
13931,6848,88
13931,47296,65
13931,13930,52
13931,36031,51
13931,6078,50
13931,6080,42
13931,35980,38
13931,90248,37
13931,35981,35
36156,36155,11
36156,47069,5
36156,47070,5
58223,13206,5
135099,147969,8
35142,2382,7
35142,1953,5
35142,46000,5
35142,41310,5
23840,38873,5
14914,5047,7
14914,68689,7
14914,11732,6
14914,60727,5
44491,38873,8
44491,115071,5
44491,19207,5
11732,82087,8
11732,14914,6
11732,69066,6
11732,5047,6
38873,44491,8
38873,115071,6
38873,23840,5
31579,67792,24
31579,10643,11
31579,53087,9
31579,1364,9
31579,128634,9
31579,82232,8
31579,6776,8
31579,76264,8
31579,50425,7
31579,60689,7
9029,43,11
9029,105612,7
9029,3633,7
9029,19888,7
9029,8504,6
9029,34491,6
9029,15908,6
9029,176991,5
9029,30072,5
126437,105612,6
126437,123272,5
126437,3633,5
126437,108888,5
123272,105612,6
123272,126437,5
123272,43,5
105612,43,10
105612,9029,7
105612,126437,6
105612,123272,6
105612,70469,6
105612,136395,5
3633,9029,7
3633,15908,6
3633,126437,5
3633,34491,5
108888,126437,5
13061,125969,10
13061,7040,6
13061,89261,5
13061,12627,5
13061,20241,5
13061,13062,5
13061,68649,5
121104,60582,6
121104,11616,6
121104,49715,6
121104,64048,6
121104,9264,5
387,7589,100
387,70457,63
387,8644,59
387,58958,54
387,59851,46
387,11542,41
387,31013,37
387,35015,37
387,48580,36
387,8104,36
3719,3440,56
3719,31756,48
3719,1285,40
3719,11338,34
3719,1596,31
3719,33484,30
3719,54421,29
3719,82312,29
3719,9271,28
3719,2373,24
11338,54421,186
11338,33890,74
11338,4759,52
11338,68769,50
11338,4926,45
11338,75342,44
11338,11114,36
11338,3719,34
11338,1596,32
11338,30087,29
35311,35734,70
35311,5414,49
35311,79130,46
35311,5450,46
35311,79178,36
35311,35415,34
35311,5413,33
35311,79141,27
35311,35495,23
35311,35378,22
79130,79141,152
79130,35380,66
79130,35418,59
79130,36643,52
79130,35311,46
79130,79178,32
79130,35734,31
79130,5454,28
79130,5417,27
79130,68914,26
5450,35311,46
5450,79178,43
5450,35495,25
5450,13729,18
5450,35378,17
5450,79130,16
5450,35377,16
5450,5413,15
5450,5414,15
5450,35734,14
63532,8719,11
63532,9841,9
63532,33475,8
63532,2582,8
63532,12445,8
63532,136122,6
63532,68997,6
63532,1389,6
63532,27524,5
63532,3992,5
32142,9672,5
35378,79178,37
35378,79141,36
35378,5414,31
35378,35380,27
35378,79130,23
35378,35311,22
35378,35734,21
35378,35377,20
35378,5417,19
35378,5450,17
28249,1481,5
28249,10382,5
35418,79130,59
35418,35380,35
35418,79141,34
35418,35734,21
35418,35311,19
35418,5415,18
35418,36643,17
35418,68914,17
35418,5417,16
35418,35378,15
6267,10382,10
6267,1481,8
6267,18995,8
6267,14251,7
6267,90390,6
6267,8922,5
6267,54043,5
6267,31455,5
117825,117824,15
117825,66165,12
117825,129909,7
117825,155811,6
117825,75027,6
117825,68625,5
86471,75155,5
86471,4735,5
84043,75155,5
84043,169499,5
4145,9051,7
4145,75155,6
4145,4735,5
4145,55297,5
4145,4593,5
4145,83163,5
75155,169499,7
75155,4145,6
75155,203952,6
75155,16845,6
75155,205946,6
75155,86471,5
75155,84043,5
75155,4735,5
66165,117824,13
66165,117825,12
66165,68625,8
66165,129909,7
66165,4735,5
66165,129056,5
66165,155811,5
4735,55297,10
4735,184046,8
4735,86471,5
4735,4145,5
4735,75155,5
4735,66165,5
28580,8549,8
8549,28580,8
8549,4408,7
8549,33784,5
82984,80334,48
82984,7492,34
82984,2389,28
82984,10177,25
82984,33150,24
82984,7789,20
82984,11093,19
82984,40566,18
82984,444,16
82984,46301,16
42,90107,11
42,6216,8
42,32405,7
42,47115,6
42,8079,6
42,30104,6
42,58916,6
42,36332,5
42,97875,5
42,521,5
80334,82984,48
80334,7492,30
80334,2389,29
80334,74925,25
80334,33150,20
80334,10177,19
80334,40566,13
80334,537,13
80334,40564,13
80334,5430,11
14280,6308,26
14280,35403,26
14280,13931,25
14280,35981,22
14280,47296,21
14280,55594,20
14280,36083,20
14280,4185,19
14280,36031,17
14280,5723,15
4185,6308,53
4185,36083,37
4185,6848,33
4185,5582,23
4185,90306,22
4185,13931,21
4185,36031,20
4185,14280,19
4185,34692,17
4185,35981,17
55594,14280,20
55594,4185,10
55594,3536,8
55594,5892,8
55594,4982,8
55594,47296,8
55594,6308,7
55594,5392,7
55594,14299,7
55594,6080,7
6308,6848,76
6308,36083,56
6308,4185,53
6308,90306,47
6308,36094,30
6308,13557,29
6308,5582,28
6308,13803,28
6308,14280,26
6308,34692,26
3433,129045,40
3433,89764,22
3433,7258,20
3433,377528,18
3433,36956,17
3433,375069,17
3433,14614,16
3433,34797,15
3433,12862,15
3433,25769,15
36956,14614,99
36956,375755,82
36956,58581,57
36956,58579,55
36956,43548,46
36956,181750,44
36956,7095,43
36956,380235,42
36956,34797,35
36956,25769,33
6306,90812,6
6306,8400,5
90812,8400,15
90812,79343,14
90812,1027,12
90812,4027,11
90812,37351,8
90812,30548,8
90812,12276,7
90812,6306,6
90812,12273,6
90812,81291,6
381701,378922,12
381701,376526,10
381701,376089,10
381701,376304,10
381701,68398,9
381701,374874,9
381701,376968,8
381701,378729,7
381701,375539,7
381701,376976,7
377512,376089,8
377512,381701,6
377512,378922,6
377512,35147,5
377512,68398,5
377512,85433,5
377512,376975,5
377512,377650,5
378729,374874,8
378729,381701,7
378729,376526,7
378729,378922,6
378729,376968,6
378729,380161,6
378729,375086,5
378729,378246,5
378729,376305,5
20138,118899,9
20138,378922,7
20138,293340,7
20138,31248,7
20138,49118,7
20138,42364,7
20138,376526,6
20138,35147,6
20138,375540,6
20138,18194,6
378922,376304,18
378922,381701,12
378922,375540,10
378922,68398,9
378922,376305,9
378922,376977,9
378922,374874,9
378922,376975,9
378922,376526,8
378922,376407,8
375980,378922,6
375980,376089,6
375980,375539,6
375980,381701,5
375980,376968,5
375980,375872,5
375980,42364,5
375980,392208,5
376526,374874,12
376526,377655,12
376526,376304,11
376526,381701,10
376526,375540,10
376526,376089,9
376526,378246,9
376526,378922,8
376526,376976,8
376526,375872,8
381813,376543,23
381813,126038,17
381813,378436,13
381813,377677,11
381813,376402,7
381813,257267,7
381813,375011,6
381813,375561,6
381813,376650,6
381813,199993,6
376089,374791,11
376089,381701,10
376089,376526,9
376089,375540,9
376089,374874,9
376089,377512,8
376089,375539,8
376089,255469,8
376089,376304,7
376089,376968,7
30893,30894,36
30893,9871,31
30893,10299,21
30893,49272,20
30893,30895,18
30893,82842,14
30893,13092,11
30893,31358,10
30893,8602,9
30893,22365,9
4016,2124,42
4016,2391,37
4016,5691,32
4016,72413,20
4016,1407,18
4016,3717,13
4016,5572,12
4016,8963,12
4016,47151,10
4016,30327,8
2391,2124,54
2391,4016,37
2391,5691,35
2391,30327,32
2391,1407,21
2391,72413,21
2391,8963,18
2391,5572,15
2391,47151,14
2391,11126,12
5691,2391,35
5691,2124,33
5691,4016,32
5691,30327,15
5691,1407,11
5691,5572,10
5691,3655,10
5691,47151,9
5691,5565,9
5691,3717,8
1407,2124,24
1407,2391,21
1407,4016,18
1407,5572,18
1407,5691,11
1407,21472,10
1407,30327,10
1407,3717,9
1407,47151,8
1407,1232,7
378944,380340,14
378944,25895,11
378944,25769,10
378944,90622,9
378944,75971,8
378944,20313,8
378944,68297,7
378944,374959,7
378944,90774,7
378944,380079,7
14763,25769,6
14763,43548,6
14763,12893,6
14763,378944,5
14763,377210,5
380340,378944,14
380340,388504,6
380340,375755,6
380340,20313,6
380340,25769,6
380340,377089,6
380340,375654,5
380340,25895,5
380340,180265,5
380340,204989,5
69390,126659,21
69390,11300,14
69390,7250,11
69390,68303,11
69390,3617,11
69390,13360,11
69390,376185,10
69390,54181,10
69390,89764,9
69390,3616,9
32005,31992,31
32005,10589,21
32005,10747,21
32005,71672,20
32005,40126,20
32005,6720,17
32005,33313,17
32005,62241,14
32005,14851,14
32005,3352,14
90377,62241,7
90377,5569,6
90377,25557,5
66764,14851,14
66764,25091,10
66764,10589,8
66764,32005,7
66764,62241,7
66764,71672,6
66764,9535,5
68301,62241,23
68301,8521,13
68301,5569,8
68301,31142,8
68301,5597,7
68301,71672,7
68301,25091,6
68301,10565,6
68301,32005,5
68301,6547,5
15507,49562,7
15507,83928,7
15507,49903,6
15507,2532,6
15507,62466,6
15507,56770,5
10589,14851,25
10589,32005,21
10589,40126,15
10589,71672,15
10589,133119,10
10589,66764,8
10589,3174,7
10589,49562,7
10589,10747,7
10589,6720,6
380235,58581,47
380235,14614,45
380235,36956,42
380235,58579,38
380235,161039,34
380235,375755,29
380235,7095,28
380235,20475,27
380235,12948,26
380235,12862,24
14614,375755,122
14614,36956,99
14614,7095,80
14614,12862,69
14614,375069,68
14614,58581,61
14614,164712,53
14614,34797,53
14614,7258,52
14614,58579,48
7747,58736,18
7747,4151,13
7747,34142,12
7747,15518,11
7747,36572,10
7747,621,9
7747,69920,9
7747,11809,8
7747,10276,7
7747,15386,7
55269,34142,8
35818,11652,9
35818,15386,9
35818,10276,9
35818,4151,6
35818,34142,6
35818,1985,6
35818,58736,6
35818,70659,6
35818,3541,6
35818,7747,5
4151,7747,13
4151,58736,11
4151,10276,9
4151,43345,8
4151,70659,8
4151,3541,8
4151,34142,7
4151,75688,7
4151,69920,7
4151,36572,7
34142,7747,12
34142,1985,11
34142,69920,10
34142,15386,10
34142,70659,9
34142,11809,9
34142,55269,8
34142,9416,8
34142,4151,7
34142,58736,7
3563,1296,5
1296,22099,11
1296,38074,7
1296,39403,6
1296,5095,6
1296,3563,5
1296,89296,5
1296,9332,5
1296,63838,5
1296,48914,5
22099,1296,11
22099,48914,5
16116,160119,14
16116,136135,12
16116,6070,9
16116,228608,9
16116,25080,9
16116,49652,8
16116,51745,7
16116,136134,7
16116,107060,6
16116,11303,6
14912,90603,28
14912,39687,15
14912,106176,14
14912,14291,12
14912,19581,11
14912,24878,9
14912,49094,9
14912,128533,8
14912,36055,7
14912,4076,7
40921,78103,26
40921,383,17
40921,78441,14
40921,110037,8
40921,13643,8
40921,378500,7
40921,85064,7
40921,4076,7
40921,70219,6
40921,90603,6
32902,9338,36
32902,40986,25
32902,22900,18
32902,51125,16
32902,73382,15
32902,40210,12
32902,32661,10
32902,5396,10
32902,2717,8
32902,8608,8
30058,10130,11
30058,73909,10
30058,32138,6
30058,9571,6
30058,9820,6
30058,73413,5
30058,11855,5
30058,2877,5
30058,68549,5
30058,35120,5
9582,81645,53
9582,12135,42
9582,32817,34
9582,124860,28
9582,8825,26
9582,35640,24
9582,59792,23
9582,2743,21
9582,97875,21
9582,2745,19
30294,7887,24
30294,36087,23
30294,90147,22
30294,34772,19
30294,15267,18
30294,36656,13
30294,59926,12
30294,2873,11
30294,81498,11
30294,171277,11
35640,9582,24
35640,81645,19
35640,12135,16
35640,58790,16
35640,35641,13
35640,32817,11
35640,124860,11
35640,46895,9
35640,58916,8
35640,3377,8
2745,9582,19
2745,12135,19
2745,32817,19
2745,81645,14
2745,36661,9
2745,3377,8
2745,58916,7
2745,2743,7
2745,2142,7
2745,57904,7
8732,10130,5
125920,8735,9
125920,135792,7
125920,18566,6
125920,45355,5
11297,8735,6
11297,1594,5
88452,45355,6
88452,294153,5
88452,130835,5
18566,8735,15
18566,125920,6
18566,45355,6
18566,45236,6
18566,135792,5
18566,1594,5
294153,5196,6
294153,88452,5
294153,130835,5
294153,8735,5
294153,1594,5
294153,44179,5
74731,8735,5
45355,8735,14
45355,1594,13
45355,78574,8
45355,45236,7
45355,88452,6
45355,18566,6
45355,135792,6
45355,130835,6
45355,5196,6
45355,125920,5
43824,8735,6
135792,1594,11
135792,8735,9
135792,130835,8
135792,125920,7
135792,19046,7
135792,45355,6
135792,5196,6
135792,18566,5
130835,19046,13
130835,5196,11
130835,8735,10
130835,135792,8
130835,1594,8
130835,142818,8
130835,125919,7
130835,45355,6
130835,88452,5
130835,294153,5
45236,8735,10
45236,45355,7
45236,18566,6
125919,19046,10
125919,130835,7
8735,1594,23
8735,18566,15
8735,45355,14
8735,21540,11
8735,130835,10
8735,45236,10
8735,125920,9
8735,135792,9
8735,5196,9
8735,64225,8
54281,10858,36
54281,5132,26
54281,33404,15
54281,30442,12
54281,10691,12
54281,44119,12
54281,10263,10
54281,36602,9
54281,36451,9
54281,17070,8
10858,10691,95
10858,44119,94
10858,36602,74
10858,5132,72
10858,33404,70
10858,10263,61
10858,36451,51
10858,90349,42
10858,54281,36
10858,68976,35
44612,14320,9
44612,11238,9
44612,42139,7
44612,35772,7
44612,14292,7
44612,6802,7
44612,33560,6
44612,65073,6
44612,85073,6
44612,42197,6
36700,36699,14
36700,58695,13
36700,73775,9
36700,30036,8
36700,8142,6
36700,33567,6
36700,7771,6
36700,36337,5
36700,19803,5
11524,36337,7
11524,14109,5
11524,8139,5
82691,39471,14
82691,11419,10
82691,17450,10
82691,14600,6
82691,34093,6
82691,120977,6
82691,95223,6
82691,126406,5
82691,73304,5
82691,209409,5
19942,79807,7
19942,14600,6
19942,126406,5
19942,14232,5
19942,36568,5
126406,14232,17
126406,11419,11
126406,79807,9
126406,39471,8
126406,375765,8
126406,14600,7
126406,36568,7
126406,14231,6
126406,82691,5
126406,19942,5
14600,39471,9
14600,14232,8
14600,126406,7
14600,79807,7
14600,82691,6
14600,19942,6
14600,11419,6
14600,100351,6
14600,36568,6
14600,255303,5
34093,82691,6
34093,95117,6
36621,11419,7
36621,390698,6
36621,36568,5
36621,76498,5
39471,82691,14
39471,95223,10
39471,14600,9
39471,17450,9
39471,126406,8
39471,11419,8
39471,73304,8
39471,14232,8
39471,85528,5
39471,95117,5
11419,76498,12
11419,126406,11
11419,375765,11
11419,79807,11
11419,82691,10
11419,14232,10
11419,36568,9
11419,14231,9
11419,39471,8
11419,36621,7
92881,32150,17
92881,52870,10
92881,346,7
92881,36182,7
92881,33583,7
92881,15022,7
92881,37654,7
92881,7527,5
11119,3719,16
11119,54421,12
11119,5659,12
11119,11338,10
11119,7741,8
11119,13621,8
11119,75342,8
11119,2973,7
11119,74955,6
11119,82823,6
169690,4787,10
169690,80098,6
80098,4787,30
80098,13206,22
80098,375326,9
80098,33972,8
80098,66186,8
80098,75732,8
80098,68576,7
80098,6486,7
80098,10765,7
80098,2239,7
4787,80098,30
4787,13206,18
4787,169690,10
4787,9808,8
4787,87950,7
4787,375326,6
4787,2239,6
4787,6486,5
4787,33972,5
9093,37725,10
9093,7703,9
9093,3396,8
9093,30397,6
9093,59931,5
9093,36255,5
126122,19342,6
126122,129130,5
19342,126122,6
19342,59931,6
19342,37725,5
31055,30398,8
31055,37725,5
25460,30397,8
25460,37725,6
25460,30396,5
25460,7703,5
8250,37725,7
8250,7703,7
8250,59931,6
8250,30397,5
37725,7703,26
37725,70693,17
37725,30398,12
37725,80764,12
37725,36255,12
37725,9093,10
37725,3396,10
37725,59931,9
37725,30397,9
37725,204856,9
30398,30400,19
30398,37725,12
30398,69107,11
30398,14177,9
30398,129923,9
30398,31055,8
30398,3396,8
30398,59931,8
30398,70693,7
30398,80764,6
35495,79178,26
35495,5450,25
35495,35311,23
35495,35378,15
35495,79130,15
35495,13729,10
35495,79141,9
35495,5414,9
35495,35734,8
35495,35377,7
84517,84875,20
84517,17050,12
84517,2507,12
84517,32342,11
84517,23656,10
84517,10290,8
84517,65152,7
84517,17101,7
84517,66682,6
84517,54740,6
66682,84875,20
66682,32708,19
66682,10290,17
66682,128859,13
66682,67634,12
66682,2507,11
66682,23656,7
66682,84856,7
66682,84517,6
66682,4187,6
124947,84875,13
124947,2507,10
124947,32708,9
124947,67634,6
124947,84517,5
124947,66682,5
124947,4187,5
25781,84517,5
32342,84875,19
32342,10290,12
32342,84517,11
32342,23656,10
32342,2507,10
32342,32708,8
32342,54740,8
32342,84856,8
32342,17050,7
32342,65152,6
23288,17050,5
17050,84875,17
17050,84517,12
17050,2507,10
17050,10290,10
17050,32342,7
17050,23656,6
17050,67218,6
17050,66682,5
17050,23288,5
17050,43085,5
128859,66682,13
128859,32708,12
128859,84875,10
128859,2507,9
128859,9896,7
128859,84856,7
128859,67634,6
128859,29659,6
128859,4187,6
128859,52122,5
10691,10858,95
10691,36602,42
10691,33404,40
10691,5132,35
10691,44119,30
10691,10263,26
10691,9515,19
10691,13757,17
10691,63698,17
10691,90349,15
33404,10858,70
33404,10691,40
33404,44119,37
33404,5132,34
33404,10263,30
33404,9515,26
33404,36602,22
33404,54281,15
33404,32255,14
33404,9578,13
2818,35366,21
2818,42419,17
2818,36993,8
164206,51125,9
164206,28794,7
14170,51125,5
134,49094,6
78103,40921,26
78103,14310,21
78103,383,20
78103,78441,13
78103,85064,11
78103,4076,9
78103,110037,8
78103,32869,8
78103,49094,7
78103,378500,6
107546,14912,6
1180,85064,11
1180,14310,8
1180,70219,7
1180,135896,7
1180,58998,6
1180,78103,5
1180,36708,5
1180,17251,5
1180,78441,5
1180,14360,5
29091,4076,14
29091,11634,5
14116,58998,5
6185,36055,8
6185,14912,6
71338,44772,5
170416,58998,5
170416,56060,5
130105,32869,8
106176,14912,14
106176,90603,9
106176,14291,6
106176,19581,6
106176,23683,5
106176,24878,5
107210,44784,5
70219,13643,28
70219,23761,24
70219,58998,19
70219,56060,17
70219,9934,14
70219,36708,12
70219,17251,10
70219,14312,9
70219,6179,9
70219,136003,9
9934,70219,14
9934,36708,14
9934,58998,11
9934,23761,11
9934,13643,10
9934,56060,9
9934,17251,7
9934,136003,7
9934,32102,6
9934,89983,6
51535,58998,8
51535,6179,5
36055,6185,8
36055,14912,7
36055,7748,7
135896,14310,9
135896,78441,9
135896,85064,8
135896,1180,7
135896,30263,7
135896,126446,6
135896,383,6
135896,136506,6
135896,37716,6
135896,90672,5
36708,9934,14
36708,70219,12
36708,17251,11
36708,23761,8
36708,56060,7
36708,58998,6
36708,1180,5
36708,89983,5
14310,78103,21
14310,85064,18
14310,32869,12
14310,126446,10
14310,78441,10
14310,90672,10
14310,135896,9
14310,49094,9
14310,381992,9
14310,1180,8
14312,70219,9
14312,13643,9
14312,58998,7
14312,6179,6
14312,23761,6
14312,4479,5
14312,37402,5
14312,17251,5
90603,14912,28
90603,39687,13
90603,14291,13
90603,106176,9
90603,19581,9
90603,22463,8
90603,6237,7
90603,23683,7
90603,49094,7
90603,40921,6
126446,14310,10
126446,135896,6
126446,383,6
126446,85064,6
126446,70219,5
126446,79816,5
126446,381992,5
58998,70219,19
58998,13643,15
58998,23761,13
58998,9934,11
58998,56060,10
58998,6179,10
58998,3331,10
58998,17251,9
58998,51535,8
58998,14312,7
4479,4480,9
4479,70219,6
4479,82074,6
4479,105055,6
4479,13643,6
4479,14312,5
75104,34952,27
75104,49272,27
75104,10299,21
75104,82842,16
75104,33914,15
75104,13092,13
75104,86161,12
75104,34222,11
75104,11989,10
75104,9871,10
34952,49272,88
34952,10299,58
34952,33914,53
34952,86161,50
34952,11989,43
34952,82842,40
34952,682,37
34952,10667,37
34952,31867,32
34952,75104,27
682,49272,120
682,12702,47
682,10667,46
682,34952,37
682,34222,31
682,47017,26
682,35874,26
682,8328,25
682,49920,25
682,8329,23
86161,34952,50
86161,49272,38
86161,10299,28
86161,8578,21
86161,10713,21
86161,82842,18
86161,33914,17
86161,32115,14
86161,31867,14
86161,705,14
11989,34952,43
11989,32115,28
11989,10299,27
11989,49272,26
11989,10667,26
11989,33914,25
11989,49920,19
11989,682,16
11989,8940,16
11989,31867,15
33914,34952,53
33914,49272,39
33914,10667,28
33914,10299,26
33914,11989,25
33914,82842,19
33914,34222,18
33914,86161,17
33914,32115,17
33914,75104,15
10299,49272,66
10299,34952,58
10299,82842,47
10299,86161,28
10299,9871,28
10299,11989,27
10299,33914,26
10299,13092,22
10299,30894,22
10299,75104,21
33256,30455,23
33256,30378,12
33256,36717,11
33256,48286,9
33256,12497,9
33256,12233,8
33256,33072,6
12233,30378,32
12233,364,25
12233,48286,24
12233,33072,22
12233,6365,16
12233,10349,14
12233,33906,12
12233,35074,10
12233,30455,9
12233,31628,9
30378,12233,32
30378,48286,29
30378,33072,25
30378,10349,19
30378,364,16
30378,12497,15
30378,33256,12
30378,30455,11
30378,35074,10
30378,9287,10
36717,30455,18
36717,12497,18
36717,33256,11
36717,30378,9
36717,52701,8
36717,12233,7
36717,29974,7
36717,25202,6
36717,33072,6
36717,48286,5
30455,33256,23
30455,12497,23
30455,36717,18
30455,30378,11
30455,12233,9
30455,25202,6
30455,5841,6
30455,48286,5
30455,37823,5
30455,10399,5
6365,10349,26
6365,12233,16
6365,364,13
6365,30378,8
6365,48286,8
6365,9291,7
6365,10401,6
6365,13761,5
6365,58660,5
48286,364,38
48286,33906,30
48286,30378,29
48286,35074,26
48286,12233,24
48286,31628,19
48286,59156,19
48286,34192,18
48286,83353,14
48286,10349,13
35099,2176,10
35099,5855,8
35099,4620,8
35099,78403,7
35099,24425,7
35099,4753,6
35099,80102,5
35099,10187,5
35099,11647,5
35099,5853,5
47412,14222,15
47412,6488,9
47412,2176,7
47412,89791,7
47412,36181,6
34053,12841,27
34053,2237,21
34053,33567,21
34053,73775,20
34053,45583,16
34053,7771,15
34053,4422,15
34053,7801,9
34053,71236,8
34053,10559,8
46225,46293,5
7446,126547,14
7446,136612,9
7446,46298,8
7446,68899,7
7446,25256,7
7446,29422,7
7446,6428,6
7446,7448,6
7447,126309,11
7447,5115,5
7447,5113,5
68899,6428,10
68899,7446,7
68899,136612,7
68899,5404,6
68899,29422,5
136612,14936,11
136612,6428,10
136612,7448,10
136612,7446,9
136612,46298,9
136612,126547,8
136612,25256,8
136612,68899,7
136612,5115,6
136612,20403,6
46509,5069,5
46509,29055,5
130768,89177,6
46293,46225,5
46293,29337,5
50344,377250,8
50344,89704,6
50344,35370,6
5560,12217,10
5560,3093,9
5560,83537,7
5560,31013,7
5560,40704,6
5560,11542,6
5560,110,6
5560,33157,5
5560,1932,5
5560,61,5
83537,40704,8
83537,5560,7
83537,31013,5
130874,57574,11
130874,28447,7
130874,13040,7
7068,11288,11
62762,44182,11
62762,30835,9
62762,60183,9
62762,43318,9
62762,2554,8
62762,41603,6
62123,39685,6
62123,8917,5
58277,77137,6
58277,14311,6
8917,37524,13
8917,39685,10
8917,262,9
8917,52895,7
8917,10331,6
8917,76873,6
8917,62123,5
8917,57504,5
8917,11973,5
52895,8917,7
52895,37524,7
52895,39685,6
52895,76873,6
52895,6173,5
4869,90797,13
4869,5067,12
4869,52080,10
4869,13251,10
4869,12601,9
4869,13894,9
4869,35056,8
4869,11943,7
4869,88855,6
4869,35724,6
56006,34564,11
56006,12030,6
56006,79421,5
56006,12034,5
56006,57787,5
56006,18483,5
12030,12032,12
12030,130513,8
12030,4513,7
12030,12920,7
12030,56006,6
12030,45153,6
12030,189712,6
12030,7005,6
12030,14835,5
12030,4515,5
63620,30618,11
63620,14025,9
63620,79328,8
63620,41223,7
63620,5491,7
63620,85046,7
63620,187928,7
63620,32138,6
63620,11855,6
63620,9582,6
32138,6327,47
32138,13831,46
32138,32769,35
32138,9779,28
32138,13960,27
32138,11855,24
